startingAirport,destinationAirport,isBasicEconomy,isNonStop,AirlineCode,transferAirport,departureTime,arrivalTime,totalFlightTime,elapsedDays,totalTravelDistance,fareBasisCode,baseFare,totalFare
8,12,False,False,30,232,1650235020,1650265020,26940,0,2558,193,506.98,568.6
15,10,False,False,56,103,1650265140,1650299520,25980,1,3060,354,318.14,365.6
13,4,False,True,46,164,1650227940,1650237960,10020,0,799,345,213.95,244.6
1,4,False,True,4,164,1650226080,1650242160,16080,0,1556,119,403.72,448.6
15,9,False,True,46,164,1650227700,1650233460,5760,0,339,383,139.53,164.6
15,14,False,False,56,63,1650225300,1650252480,22620,0,2521,346,315.35,362.6
2,11,False,False,7,113,1650226200,1650241200,9720,0,664,51,174.88,210.1
1,14,False,True,23,164,1650241200,1650247140,5940,0,280,122,185.12,213.6
10,9,False,False,56,94,1650237000,1650270000,25800,1,2516,327,474.42,533.6
13,2,False,False,7,138,1650234600,1650252780,14640,0,1265,54,174.88,211.6
11,4,False,False,39,145,1650190200,1650209940,15840,0,1174,389,530.61,594.01
1,10,False,True,4,164,1650225600,1650230640,5040,0,185,395,254.22,287.89
3,5,False,False,7,43,1650226500,1650247260,17760,0,1851,152,262.33,304.11
2,10,False,False,7,34,1650202620,1650225600,10920,0,551,51,174.88,210.1
5,12,False,False,30,119,1650190140,1650217740,23100,0,2323,121,320.0,367.6
9,0,False,False,56,103,1650200400,1650233280,19140,0,2074,244,310.7,357.6
14,11,False,False,30,72,1650189600,1650210120,17160,0,1600,81,309.77,356.6
14,4,False,False,30,72,1650213900,1650235860,17280,0,1442,80,347.91,397.6
4,5,False,False,30,4,1650239460,1650256440,13860,1,1329,86,366.51,417.6
0,9,False,False,30,155,1650194100,1650221400,23700,0,2442,193,760.93,841.6
10,9,False,False,50,94,1650207900,1650252180,26880,0,2516,327,658.6,737.2
1,5,False,True,23,164,1650214080,1650222000,7920,0,622,21,450.23,498.6
7,10,False,False,53,167,1650213180,1650240720,15540,0,1314,254,500.46,561.6
9,2,False,False,7,167,1650214800,1650243840,22140,0,2337,158,348.84,398.6
3,1,False,True,4,164,1650261120,1650274980,13860,1,1763,211,306.05,343.6
9,3,False,False,30,155,1650208800,1650234360,20760,0,2227,122,208.37,247.6
11,5,False,False,56,167,1650226920,1650253020,17700,0,1432,254,311.63,358.6
3,6,False,False,56,25,1650259200,1650285420,19380,1,1948,352,440.0,496.6
13,9,False,False,30,155,1650208500,1650240480,19320,0,1875,80,322.79,370.6
4,9,False,False,56,63,1650202200,1650221340,16260,0,1498,256,426.04,481.59
15,8,False,True,4,164,1650224340,1650245400,21060,0,2566,394,737.84,807.78
3,1,False,False,30,232,1650220800,1650255540,21720,1,2480,121,278.14,322.6
2,13,False,False,7,190,1650195480,1650216060,14760,0,1121,54,174.88,210.1
4,11,False,True,4,164,1650240360,1650250560,10200,0,1115,153,262.33,296.61
15,4,False,True,4,164,1650222000,1650234960,12960,0,1468,157,254.88,288.6
15,5,False,False,30,119,1650217620,1650246420,20940,0,2324,88,506.05,567.6
10,7,False,False,35,52,1650223200,1650244020,11520,0,783,232,528.37,591.6
12,4,True,False,30,119,1650236580,1650255960,15360,0,1576,295,147.91,182.6
7,6,False,False,7,43,1650207120,1650235680,11460,0,872,62,378.6,434.7
3,5,False,False,56,80,1650202500,1650226320,20520,0,2106,325,422.33,477.61
12,3,False,False,35,119,1650204600,1650240600,13500,0,1186,237,472.55,537.19
15,1,False,False,56,94,1650263400,1650291360,23640,1,2832,346,322.79,370.6
5,14,False,True,23,164,1650193200,1650199020,5820,0,447,15,422.33,468.61
13,14,False,False,21,25,1650195720,1650219240,14400,0,1142,401,340.53,389.67
15,6,False,True,46,164,1650260700,1650280020,19320,1,2566,354,318.14,356.6
7,1,False,False,24,116,1650189600,1650233640,13560,0,490,232,769.11,851.49
5,8,False,False,58,171,1650189600,1650226200,17280,0,1055,321,506.04,577.69
11,2,False,False,30,4,1650228420,1650242040,11460,0,824,390,813.95,898.6
2,4,False,False,56,63,1650199320,1650230520,20940,0,1996,373,213.95,252.1
11,1,False,True,20,164,1650215400,1650227220,11820,0,1260,223,138.6,163.6
0,1,True,False,56,80,1650239520,1650280140,13020,1,947,370,258.6,307.2
2,5,False,False,30,138,1650209280,1650229200,15000,0,1030,19,403.72,456.1
4,8,False,False,53,167,1650215760,1650248040,17040,0,1519,256,463.25,527.19
6,9,False,False,7,167,1650195900,1650224520,25500,0,2465,154,313.49,360.6
6,1,False,False,7,167,1650195900,1650223080,17760,0,1582,62,256.75,299.61
7,4,False,False,7,43,1650217800,1650247080,15360,0,1257,332,262.33,304.11
5,11,False,False,30,155,1650218700,1650251520,19440,0,2036,232,262.33,305.61
8,9,False,True,20,164,1650189600,1650212400,22800,0,2458,391,1488.37,1614.6
1,7,False,False,7,43,1650220140,1650237720,13500,0,1055,114,577.68,643.11
0,4,False,True,4,164,1650234300,1650243300,9000,0,725,330,174.88,202.6
4,6,False,False,30,4,1650193200,1650215400,15000,0,1487,190,451.16,508.6
9,8,False,False,7,192,1650222840,1650250740,22680,0,2509,178,327.44,375.6
10,4,True,False,30,72,1650202800,1650224820,18360,0,1480,161,157.21,192.6
10,1,False,False,7,167,1650227400,1650254340,18540,0,1582,52,204.66,243.61
9,14,False,True,4,164,1650201600,1650220260,18660,0,2397,118,399.07,443.6
9,10,False,False,30,72,1650258000,1650286140,21960,1,2470,243,322.79,370.6
3,11,False,False,56,103,1650203400,1650223680,17580,0,1834,247,322.79,370.6
7,3,False,True,46,164,1650213600,1650227760,14160,0,1473,343,262.33,296.61
13,4,False,False,30,4,1650200100,1650228000,15300,0,1325,121,213.95,253.6
3,15,False,True,46,164,1650248460,1650258000,9540,0,954,97,320.0,358.6
15,5,False,False,7,68,1650229020,1650255300,22320,1,2463,275,322.79,370.6
2,12,False,False,58,176,1650191400,1650238200,29040,0,2431,254,650.23,725.6
12,11,False,False,32,233,1650228600,1650287400,25680,1,2771,121,481.86,551.7
13,10,False,False,7,194,1650219900,1650240000,10380,0,735,52,141.4,175.61
5,1,False,False,56,80,1650228780,1650248640,12300,0,670,373,143.26,177.61
8,9,False,True,23,164,1650205740,1650228000,22260,0,2458,84,394.42,438.6
13,6,False,True,20,164,1650229980,1650237240,7260,0,720,339,141.4,166.61
5,9,False,False,30,145,1650205560,1650243900,29580,0,3170,130,400.0,453.6
14,0,False,False,7,68,1650214200,1650247980,21120,0,2023,330,174.88,211.6
5,10,False,False,7,167,1650225300,1650249360,12780,0,960,329,174.88,211.6
13,9,False,False,7,192,1650212100,1650243540,17940,0,1787,152,322.79,370.6
11,1,False,True,38,164,1650191520,1650203700,12180,0,1260,271,72.92,92.99
5,15,False,False,30,232,1650212640,1650237240,21540,0,2085,88,506.05,567.6
7,9,False,False,7,43,1650231000,1650260700,24840,0,2448,337,228.84,268.1
9,13,False,False,7,11,1650210000,1650244560,20400,0,2206,180,322.79,370.6
5,10,False,False,56,167,1650217020,1650237540,14040,0,960,343,174.88,211.6
14,15,False,False,7,167,1650207000,1650244440,25500,0,2519,151,315.35,362.6
7,10,False,False,8,50,1650191400,1650214740,14760,0,1024,333,360.0,413.6
6,11,False,False,30,4,1650189600,1650207060,14940,0,1358,16,572.09,638.6
6,3,False,False,56,103,1650219960,1650253140,22920,0,2295,91,366.51,417.6
7,10,False,False,30,72,1650216420,1650254100,12240,0,876,237,481.86,547.2
6,2,False,False,30,72,1650202200,1650226560,13860,0,990,16,553.49,618.6
8,13,False,True,23,164,1650226320,1650237000,10680,0,720,312,141.4,166.61
13,11,False,False,7,261,1650203700,1650221400,14040,0,1214,334,171.16,207.6
7,8,False,False,7,43,1650217800,1650240000,12000,0,872,62,521.86,583.1
13,10,False,False,7,38,1650227040,1650245100,9900,0,721,52,141.4,175.61
7,9,False,False,56,63,1650206100,1650234180,23040,0,2321,383,228.84,269.6
1,2,False,False,56,94,1650189000,1650203580,11220,0,733,196,487.44,547.6
15,10,False,False,21,25,1650265140,1650302220,25320,1,2883,25,389.78,442.61
15,10,False,False,30,4,1650261540,1650291900,24300,1,2897,243,318.14,365.6
5,4,False,False,56,167,1650234240,1650254640,14880,0,1039,340,262.33,305.61
3,14,False,False,30,4,1650200400,1650220920,17040,0,1874,16,525.58,588.6
15,5,False,False,30,232,1650248100,1650295620,18840,1,2085,122,718.14,801.2
9,8,False,True,20,164,1650233940,1650253860,19920,0,2458,24,327.44,366.6
7,9,False,False,7,68,1650223800,1650258900,23400,0,2392,332,322.79,370.6
4,12,False,False,30,232,1650224700,1650265020,17520,0,1580,164,626.97,703.19
4,0,False,True,23,164,1650239460,1650246660,7200,0,725,86,329.3,368.6
10,9,False,False,57,95,1650237000,1650299100,28560,1,2567,246,1447.44,1589.7
0,14,False,True,4,164,1650204600,1650211980,7380,0,667,112,413.02,458.6
4,9,False,True,4,164,1650203700,1650215220,11520,0,1215,153,273.49,308.6
5,0,False,False,7,167,1650225300,1650240300,12120,0,840,180,335.81,384.6
4,2,False,True,4,164,1650208500,1650217740,9240,0,930,7,740.47,810.61
10,13,False,True,4,164,1650238200,1650248040,9840,0,720,52,141.4,166.61
14,3,False,False,7,167,1650189600,1650212040,18480,0,1575,180,322.79,370.6
13,5,False,False,48,22,1650203100,1650240960,19020,0,970,256,665.07,747.55
3,10,False,True,46,164,1650232260,1650245760,13500,0,1621,288,180.47,208.61
9,10,False,False,30,72,1650222840,1650254100,22020,0,2470,243,322.79,370.6
9,4,False,False,56,103,1650222720,1650249000,16320,0,1383,343,262.33,301.11
0,5,False,False,7,43,1650233700,1650247260,11280,0,733,153,273.49,316.1
2,15,False,False,50,80,1650214740,1650253620,31080,0,3111,99,532.09,594.1
12,1,False,False,30,232,1650200220,1650228000,24060,0,2688,188,489.3,549.6
1,0,False,False,30,111,1650241800,1650281520,15420,1,1250,232,522.79,591.2
8,15,False,False,21,119,1650250500,1650295740,27840,1,2797,267,306.99,359.21
14,10,False,False,56,167,1650204600,1650225600,16500,0,1392,343,328.38,376.61
9,6,False,False,56,167,1650261540,1650287280,21480,1,2465,354,327.44,375.6
0,8,False,False,53,94,1650202200,1650235500,12600,0,762,46,598.13,672.19
14,1,False,True,20,164,1650221340,1650226620,5280,0,280,23,185.12,213.6
15,8,False,True,23,164,1650204000,1650224220,20220,0,2566,232,318.14,356.6
0,2,False,True,4,164,1650226680,1650230760,4080,0,228,178,357.21,398.6
15,5,False,False,17,80,1650206700,1650253080,27240,0,3051,363,535.81,605.2
7,8,False,False,7,43,1650191400,1650221940,11760,0,872,62,521.86,588.7
6,1,False,True,23,164,1650200400,1650205860,5460,0,185,122,82.79,103.6
6,15,False,False,54,42,1650210600,1650263340,28560,0,2618,316,566.51,637.1
6,3,False,False,30,155,1650196500,1650221640,18840,0,1702,81,366.51,417.6
8,9,False,True,20,164,1650242700,1650265500,22800,1,2458,114,364.65,406.6
14,6,False,False,7,167,1650213720,1650232740,15840,0,1392,54,328.38,376.61
12,13,False,False,35,232,1650200220,1650232740,19020,0,1839,121,497.68,558.61
5,15,False,False,56,167,1650217020,1650253800,22560,0,2087,253,322.79,370.6
13,3,False,False,41,10,1650224700,1650240900,13200,0,1045,12,327.72,362.4
0,4,False,True,23,164,1650219540,1650228000,8460,0,725,167,174.88,202.6
1,7,False,False,35,205,1650192600,1650210600,12780,0,839,83,523.72,586.6
12,2,False,False,37,129,1650236580,1650289980,27960,1,2960,237,866.97,965.69
13,4,False,False,7,141,1650226020,1650243300,11820,0,849,332,213.95,253.6
0,8,False,False,7,43,1650226680,1650240000,10860,0,773,155,264.19,306.1
10,2,False,True,4,164,1650245340,1650252780,7440,0,545,178,357.21,398.6
0,10,False,True,4,164,1650206400,1650214740,8340,0,762,336,171.16,198.6
10,7,False,True,46,164,1650207900,1650213600,5700,0,221,327,245.58,278.6
13,0,False,False,48,22,1650203100,1650240600,18840,0,1004,256,565.53,640.55
3,13,False,False,7,43,1650178200,1650211200,20280,0,1938,332,213.95,252.1
2,9,False,False,50,80,1650214740,1650255480,29940,0,3003,99,541.39,604.09
7,10,False,False,53,34,1650215400,1650235380,7680,0,391,315,602.79,671.6
10,1,False,True,4,164,1650229200,1650234600,5400,0,185,102,191.7,220.68
10,9,False,False,7,266,1650204600,1650233880,25020,0,2518,178,327.44,375.6
0,15,False,False,56,167,1650232380,1650265680,24180,1,2447,320,496.74,557.6
9,4,False,False,7,192,1650201900,1650220740,14100,0,1242,156,262.33,305.61
15,1,False,False,56,63,1650225300,1650253140,23640,0,2717,346,322.79,370.6
10,1,False,False,7,167,1650220200,1650241440,18180,0,1582,334,232.56,273.6
10,7,False,False,35,194,1650243900,1650281280,10140,1,523,19,536.74,606.2
14,6,False,True,46,164,1650239940,1650242820,2880,0,97,315,245.58,278.6
5,6,False,False,56,167,1650195000,1650218820,13500,0,960,99,217.67,257.6
8,9,False,False,15,227,1650202200,1650238440,29220,0,2905,363,535.81,599.6
2,0,False,False,56,103,1650192960,1650215460,18180,0,1607,315,527.44,589.1
9,3,False,False,30,232,1650219000,1650236340,11760,0,970,122,208.37,247.6
5,0,False,False,56,167,1650217020,1650243540,13260,0,840,369,174.88,211.6
14,6,False,False,7,167,1650207000,1650243600,16320,0,1392,54,328.38,382.21
9,11,False,True,4,164,1650223080,1650241320,18240,0,2339,57,157.21,183.6
14,10,False,False,30,4,1650189600,1650213060,15660,0,1429,124,388.83,441.59
11,15,False,False,27,114,1650195000,1650238800,34800,0,3670,126,612.09,681.6
14,7,False,False,8,196,1650203280,1650237720,14580,0,963,51,340.47,394.11
4,11,False,False,7,103,1650231300,1650246600,13440,0,1191,153,262.33,305.61
2,11,False,False,30,72,1650202380,1650230220,17340,0,1658,80,305.12,350.1
9,8,False,True,4,164,1650225600,1650245460,19860,0,2458,178,327.44,366.6
2,9,False,False,7,117,1650209100,1650244500,22500,0,2146,329,322.79,369.1
11,12,False,False,58,108,1650191400,1650238200,29520,0,2750,254,668.84,747.1
4,10,False,True,20,164,1650194280,1650205800,11520,0,1380,331,157.21,183.6
5,9,False,True,23,164,1650214200,1650232320,18120,0,1985,88,496.74,548.6
6,9,False,True,46,164,1650229200,1650250680,21480,0,2458,45,608.37,668.6
7,0,False,True,23,164,1650213180,1650220080,6900,0,541,86,329.3,368.6
12,8,False,False,30,119,1650220800,1650255780,24480,1,2796,121,298.6,344.6
5,10,False,False,21,25,1650196200,1650215820,11280,0,807,213,253.96,296.61
0,13,False,True,4,164,1650232800,1650240660,7860,0,600,153,227.91,259.6
14,4,False,True,4,164,1650198600,1650212700,14100,0,1298,186,329.3,368.6
12,6,False,False,35,119,1650220800,1650256200,24000,1,2796,237,574.88,641.6
4,0,False,False,56,103,1650222420,1650238200,12120,0,924,373,174.88,211.6
2,9,False,False,7,68,1650202200,1650231660,23220,0,2168,329,322.79,369.1
15,2,False,False,16,12,1650263340,1650303120,24720,1,2536,292,524.66,592.11
5,1,False,False,7,43,1650192180,1650213120,13920,0,1233,277,124.65,156.1
0,9,False,False,30,227,1650244740,1650291720,24180,1,2474,193,645.58,723.2
5,0,False,False,30,145,1650213660,1650233160,15120,0,1358,130,509.76,571.59
15,10,False,False,56,103,1650182100,1650220140,26160,0,3060,324,506.05,567.6
9,10,False,False,7,68,1650201840,1650231240,22080,0,2595,339,209.3,248.6
6,15,False,False,54,42,1650205200,1650263340,28980,0,2618,316,591.63,669.7
6,4,False,False,56,103,1650223200,1650253200,18600,0,1652,287,157.21,192.6
3,6,False,False,56,144,1650251040,1650289260,15840,1,1642,343,392.55,451.19
2,3,False,False,56,80,1650224580,1650262560,23880,1,2166,353,262.33,304.11
13,1,False,False,7,56,1650200100,1650224160,12660,0,1000,216,77.21,106.6
2,5,False,False,7,190,1650215160,1650241140,12300,0,896,272,155.35,189.1
0,7,False,True,46,164,1650202200,1650208860,6660,0,541,46,338.6,378.6
0,3,False,True,23,164,1650224520,1650236460,11940,0,1207,232,262.33,296.61
13,10,False,False,7,56,1650200100,1650222960,11460,0,815,52,141.4,175.61
12,11,False,False,32,132,1650236580,1650300480,30900,1,3375,162,328.38,386.71
7,10,False,False,8,47,1650207120,1650247200,17940,0,1243,52,512.56,583.2
7,14,False,False,56,167,1650192300,1650219840,15120,0,1266,315,245.58,287.6
6,3,False,False,56,167,1650196260,1650227700,18840,0,1623,91,366.51,417.6
3,6,False,False,30,4,1650196200,1650222240,17760,0,1969,81,366.51,417.6
15,0,False,True,23,164,1650201300,1650217800,16500,0,2135,193,506.05,558.6
10,14,False,False,7,167,1650202200,1650229920,17520,0,1392,52,328.38,376.61
9,1,True,False,30,4,1650260100,1650293400,23340,1,2866,160,267.91,311.6
8,0,False,False,7,43,1650191400,1650205920,12360,0,773,112,422.33,476.11
14,15,False,False,7,43,1650217860,1650255000,27300,0,2741,151,315.35,361.1
1,3,False,True,20,164,1650240000,1650256920,16920,0,1763,266,278.14,313.6
15,11,False,False,19,13,1650245400,1650301260,24780,1,2603,292,564.66,640.71
3,10,False,True,46,164,1650210360,1650223800,13440,0,1621,45,543.26,598.61
3,1,False,False,7,68,1650196800,1650229560,20640,0,2206,152,278.14,322.6
4,11,False,False,30,4,1650209880,1650229380,13800,0,1321,16,600.0,668.6
14,11,False,False,30,4,1650189600,1650207060,14160,0,1263,233,255.81,298.6
6,3,False,True,46,164,1650218880,1650234720,15840,0,1621,323,450.23,498.6
9,2,False,False,56,167,1650261540,1650304500,21780,1,2337,247,559.07,630.2
3,4,True,False,30,155,1650207600,1650235440,15540,0,1547,308,174.88,211.6
15,5,False,False,15,80,1650218100,1650248400,26640,0,3051,363,610.23,679.6
1,0,False,False,7,167,1650205320,1650227700,18240,0,1462,154,260.47,303.61
7,3,False,False,56,80,1650229920,1650262560,21240,1,1842,343,262.33,305.61
5,6,False,False,7,43,1650228000,1650247980,13200,0,1050,62,217.67,256.1
10,13,False,True,4,164,1650202200,1650212220,10020,0,720,154,226.98,258.6
14,10,False,False,7,72,1650224640,1650239940,12960,0,932,112,640.0,711.6
9,11,False,False,17,80,1650260280,1650300480,31200,1,3562,175,833.49,919.6
7,13,False,False,30,114,1650211140,1650237000,15720,0,941,310,174.88,211.6
9,8,False,True,23,164,1650226200,1650245400,19200,0,2458,232,322.79,361.6
5,2,False,False,30,4,1650212100,1650227520,11700,0,832,19,403.72,457.6
3,8,False,False,53,84,1650261540,1650305940,24300,1,2794,247,499.53,566.2
12,14,False,False,13,186,1650217800,1650252420,26700,0,2944,220,733.37,816.47
5,7,False,False,56,80,1650209940,1650226140,11340,0,706,94,213.95,253.6
15,6,False,True,46,164,1650225600,1650246240,20640,0,2566,45,617.67,678.6
15,9,False,True,4,164,1650220320,1650226020,5700,0,339,152,217.67,248.6
9,8,False,False,56,227,1650200400,1650231000,25500,0,2917,345,577.68,644.61
14,9,False,False,7,167,1650229620,1650261060,25140,0,2417,177,322.79,370.6
9,15,False,True,23,164,1650233400,1650237840,4440,0,339,88,217.67,248.6
13,15,False,False,11,251,1650201600,1650231180,20880,0,2099,391,2055.82,2233.61
1,6,False,False,56,167,1650234000,1650257580,18720,1,1582,348,359.07,409.6
4,15,False,False,56,103,1650207000,1650241200,20040,0,1874,253,305.12,351.6
14,3,False,False,7,167,1650198720,1650230160,19140,0,1575,180,322.79,370.6
0,14,False,True,23,164,1650213900,1650220920,7020,0,667,390,636.28,698.6
12,1,False,False,37,125,1650204600,1650247560,27840,0,2949,237,558.14,628.1
15,11,False,False,16,12,1650209400,1650242700,26760,0,2904,292,567.45,638.11
2,13,False,False,7,138,1650217440,1650244260,15780,0,1265,54,174.88,210.1
5,10,False,False,7,167,1650225300,1650241800,12420,0,960,329,174.88,211.6
8,13,False,True,23,164,1650210420,1650220380,9960,0,720,234,292.09,328.6
13,9,False,False,11,227,1650237900,1650264900,22740,0,2186,363,521.86,584.6
9,6,False,True,4,164,1650254400,1650273300,18900,1,2458,105,457.37,506.27
9,0,False,False,7,68,1650232260,1650253980,18060,0,1940,332,322.79,370.6
10,11,False,True,4,164,1650234300,1650246240,11940,0,1104,182,332.09,371.6
11,15,False,False,7,119,1650189780,1650218340,26340,0,2678,72,663.25,736.59
1,3,False,False,7,167,1650223800,1650255900,19980,0,1765,152,278.14,322.6
13,10,False,False,7,43,1650222000,1650247920,13500,0,1137,52,141.4,174.11
3,14,False,False,30,72,1650178500,1650199020,15660,0,1589,188,375.81,427.6
0,9,False,False,30,232,1650197400,1650224100,22260,0,2177,88,714.42,791.6
9,15,False,True,46,164,1650237060,1650242460,5400,0,339,256,189.77,218.6
14,9,False,False,7,43,1650217860,1650254220,26160,0,2570,177,322.79,369.1
13,10,False,True,46,164,1650244920,1650253080,8160,0,720,287,141.4,166.61
4,7,False,False,8,93,1650209100,1650237720,17100,0,1258,55,399.07,457.1
3,4,False,True,4,164,1650206700,1650213540,6840,0,650,332,174.88,202.6
13,9,False,False,7,68,1650189600,1650214140,21300,0,2037,180,322.79,370.6
8,9,False,True,20,164,1650209340,1650232080,22740,0,2458,38,487.44,538.6
5,0,False,False,53,167,1650195000,1650212460,11940,0,840,254,379.54,431.61
15,9,False,True,23,164,1650250620,1650255780,5160,0,339,88,217.67,248.6
13,10,False,False,7,56,1650203160,1650222960,11220,0,815,334,169.3,205.6
4,13,False,False,30,4,1650196800,1650223140,14760,0,1325,16,572.09,638.6
4,7,False,False,7,43,1650208500,1650228840,14280,0,1257,3,636.28,706.1
15,11,False,False,7,43,1650258900,1650288000,25080,1,2944,159,268.84,311.1
15,5,False,False,30,232,1650227700,1650252240,18900,0,2085,88,506.05,567.6
5,6,False,False,30,4,1650193200,1650222240,14880,0,1366,167,217.67,257.6
5,10,False,False,7,43,1650196800,1650212040,13440,0,1050,329,174.88,210.1
1,9,False,False,30,155,1650212820,1650250800,26100,0,2656,88,450.23,507.6
13,14,False,False,30,72,1650236220,1650255780,10560,1,687,162,186.98,224.6
2,4,False,False,7,11,1650222000,1650239880,14880,0,1213,338,237.21,277.1
15,11,False,False,16,12,1650245400,1650301500,27180,1,2904,292,518.14,590.7
2,11,False,False,7,145,1650224040,1650246540,10320,0,663,51,174.88,210.1
12,4,False,False,37,237,1650228600,1650256500,17940,0,1618,233,538.6,607.1
7,1,False,True,46,164,1650199020,1650204960,5940,0,406,303,78.14,98.6
2,5,False,False,30,4,1650204000,1650224040,11400,0,832,19,403.72,456.1
7,1,False,False,30,72,1650233700,1650257460,12840,1,1013,191,236.28,277.6
2,15,False,False,30,114,1650226680,1650265020,32940,0,3111,191,432.56,487.1
0,7,False,False,35,194,1650219000,1650243180,9360,0,722,128,425.11,486.19
5,14,False,False,7,167,1650210300,1650229920,12420,0,912,51,155.35,190.6
8,1,True,True,4,164,1650196740,1650201120,4380,0,185,215,82.79,103.6
14,13,False,True,46,164,1650229620,1650238080,8460,0,672,325,310.7,348.6
10,4,False,False,7,266,1650204600,1650228540,17280,0,1409,53,157.21,192.6
0,1,False,True,4,164,1650233220,1650243060,9840,0,947,106,367.98,410.18
12,3,False,False,33,123,1650236580,1650286860,19140,1,1655,121,417.67,482.7
10,11,False,True,4,164,1650240000,1650252060,12060,0,1104,182,332.09,371.6
3,12,False,False,53,119,1650203100,1650233460,13320,0,1186,256,472.55,537.19
7,10,False,False,53,167,1650213180,1650248880,15660,0,1314,254,426.04,487.19
3,0,False,True,23,164,1650196200,1650206460,10260,0,1207,232,262.33,296.61
0,3,False,True,23,164,1650237660,1650249480,11820,0,1207,232,262.33,296.61
9,8,False,True,20,164,1650216600,1650237120,20520,0,2458,24,327.44,366.6
9,3,False,False,9,193,1650202380,1650234900,13920,0,1005,54,555.63,631.0
13,1,False,True,46,164,1650197700,1650205800,8100,0,862,135,63.26,82.61
7,1,False,True,46,164,1650214560,1650220440,5880,0,406,303,78.14,98.6
11,1,False,True,4,164,1650243900,1650255960,12060,1,1260,53,138.6,163.6
15,2,False,False,30,4,1650261540,1650285240,20640,1,2363,17,590.7,658.6
2,10,False,True,23,164,1650194100,1650201060,6960,0,545,88,357.21,397.1
13,6,False,True,20,164,1650207720,1650214980,7260,0,720,339,141.4,166.61
0,10,False,False,7,68,1650197100,1650231240,20820,0,2105,336,171.16,207.6
14,4,False,False,7,20,1650207540,1650237000,16860,0,1301,151,262.33,305.61
3,6,False,False,56,167,1650204540,1650236340,17280,0,1623,343,374.88,432.2
15,10,False,False,56,167,1650264900,1650295140,22440,1,2567,354,318.14,365.6
14,5,False,False,7,43,1650224100,1650240600,12960,0,954,112,422.33,476.11
6,7,False,False,56,53,1650239400,1650281700,13800,1,979,316,424.19,485.2
0,10,False,False,56,167,1650190200,1650219120,15720,0,1320,372,171.16,207.6
2,9,False,True,4,164,1650241500,1650260700,19200,0,2121,158,348.84,388.1
13,10,False,True,23,164,1650203940,1650211920,7980,0,720,312,141.4,166.61
9,4,False,False,7,266,1650207600,1650228540,16740,0,1645,156,262.33,305.61
14,9,False,False,7,68,1650191940,1650224220,25740,0,2536,177,322.79,370.6
9,4,False,False,30,232,1650239100,1650260700,15720,1,1582,232,262.33,305.61
15,7,False,False,11,119,1650237000,1650274920,22620,1,2634,363,496.74,563.2
5,6,False,False,30,205,1650193740,1650218520,11700,0,938,167,217.67,257.6
5,15,False,False,30,119,1650214200,1650246840,22560,0,2324,88,506.05,567.6
0,3,False,False,56,103,1650210300,1650233640,18240,0,1567,343,262.33,305.61
2,5,False,False,56,167,1650209400,1650229860,14040,0,832,369,155.35,189.1
3,4,False,False,56,103,1650203400,1650219060,13260,0,1109,343,174.88,211.6
11,4,False,False,30,138,1650239460,1650290700,25560,1,2484,126,472.56,537.2
13,10,False,True,46,164,1650225600,1650233940,8340,0,720,287,141.4,166.61
15,9,False,True,46,164,1650199800,1650206220,6420,0,339,383,139.53,164.6
15,14,False,True,4,164,1650260580,1650279900,19320,1,2516,187,385.12,428.6
10,14,False,False,56,167,1650200340,1650231300,17340,0,1392,255,413.96,468.61
6,15,False,False,30,155,1650196500,1650247800,25740,0,2595,82,770.24,857.21
5,9,False,True,23,164,1650237840,1650255900,18060,0,1985,88,496.74,548.6
13,2,False,False,7,138,1650220200,1650244260,15420,0,1265,54,174.88,211.6
1,9,False,False,7,167,1650205320,1650236040,26880,0,2607,159,315.35,362.6
9,14,False,False,30,72,1650258000,1650285420,21240,1,2432,17,553.49,618.6
14,10,False,False,7,167,1650198720,1650241800,16680,0,1392,54,328.38,382.21
0,11,False,False,35,103,1650194820,1650214860,17160,0,1649,124,448.37,505.6
15,5,False,False,30,119,1650208980,1650238440,20880,0,2324,88,506.05,567.6
15,13,False,False,56,63,1650218040,1650240540,18780,0,1857,248,313.49,360.6
2,3,False,False,7,68,1650202200,1650223980,18660,0,1580,153,262.33,304.11
5,6,False,False,56,167,1650201900,1650226020,13560,0,960,99,217.67,257.6
15,3,False,False,14,221,1650200400,1650243480,21000,0,1719,291,444.65,506.1
2,14,False,False,58,96,1650217320,1650247140,17400,0,1013,245,421.4,479.61
15,10,False,False,7,68,1650222000,1650252600,25320,0,2848,152,318.14,365.6
14,11,False,True,4,164,1650234600,1650244620,10020,0,1016,153,213.95,244.6
9,6,False,False,56,103,1650264600,1650292020,23040,1,2779,374,255.81,298.6
5,1,False,False,7,167,1650210300,1650228420,13440,0,1102,277,124.65,157.6
6,15,False,False,54,173,1650215340,1650263340,29880,0,2647,255,540.47,609.11
3,6,False,False,7,68,1650196800,1650220860,19620,0,2030,178,366.51,417.6
7,8,False,False,53,25,1650199020,1650220200,11640,0,591,254,426.05,481.6
2,5,False,True,23,164,1650215280,1650221700,6420,0,505,19,403.72,447.1
0,7,False,False,30,114,1650223620,1650252180,13860,0,983,169,430.69,492.19
14,9,False,False,7,68,1650198600,1650228180,26160,0,2536,118,399.07,452.6
9,8,False,True,20,164,1650211200,1650231120,19920,0,2458,69,327.44,366.6
